1;443.807728
2;887.510683
3;1331.146112
4;1775.196248
5;2218.759971
6;2662.937371
7;3106.211580
8;3550.524856
9;3993.790986
10;4437.805487
11;4881.642362
12;4881.056781
13;4881.717854
14;4842.822729
15;4882.057625
16;4882.046700
17;4881.060051
18;4881.492283
19;4881.555479
20;4881.632613
21;4856.417698
22;4881.732269
23;4881.758503
24;4881.715028
