50,580844.896987
100,1162197.436425
150,871427.799593
200,1162328.469376
250,1453209.558631
300,1744234.722829
350,2034149.298422
400,2324062.647433
450,2615020.211201
500,2905726.605995
550,3196018.806537
600,3485251.577076
650,3777165.812349
700,4067523.209578
750,4358151.748520
800,4647066.887557
850,4938851.211587
900,5228867.531870
950,5519459.580997
1000,5809565.915044
1050,6099448.900269
1100,6389253.044043
1141,6631009.518151
