50;244207.281187
100;488957.864545
150;366477.564244
200;488780.651129
250;610929.827867
300;733085.517847
350;855322.242655
400;977440.191656
450;1099702.444956
500;1221796.059757
550;1344420.812514
600;1466059.620247
650;1588593.410515
700;1710869.422291
750;1833571.371643
800;1955561.335326
850;2078078.545013
900;2199603.240455
950;2322499.322197
1000;2443858.461493
1050;2565967.355030
1100;2687603.915595
1141;2790269.660031
