1;1055.630681
2;2111.212332
3;3166.912102
4;4222.451408
5;5278.131119
6;6333.657054
7;7389.227562
8;8444.778013
9;9499.974139
10;10555.905660
11;11612.317502
12;11611.524825
13;11612.306186
14;11517.259024
15;11612.999127
16;11613.036214
17;11613.727426
18;11613.300326
19;11613.273115
20;11613.120504
21;11556.806381
22;11613.702902
23;11613.486995
24;11613.480154
