50,442406.621234
100,885585.066202
150,663984.758451
200,885567.812798
250,1107045.057619
300,1328522.899528
350,1549823.275866
400,1771345.039857
450,1992752.580282
500,2213749.955172
550,2435537.952767
600,2656175.364239
650,2878328.620993
700,3099853.819751
750,3321273.420513
800,3541717.671090
850,3764088.207200
900,3985122.210414
950,4206428.485402
1000,4427601.847018
1050,4647428.378703
1100,4869790.652127
1141,5054487.373891
